Port,Protocol,Count
60081,udp,6
55386,udp,3
55447,tcp,5
56528,udp,3
59796,udp,3
56705,udp,7
56469,tcp,6
52631,tcp,4
58280,udp,3
3980,tcp,5
64430,udp,7
4730,udp,5
64863,udp,5
55876,tcp,5
52388,tcp,5
49293,tcp,6
56766,udp,4
53456,tcp,7
52538,tcp,2
54049,udp,5
63208,udp,5
56817,udp,5
59490,tcp,6
50349,tcp,5
56597,udp,3
53614,tcp,5
62409,udp,8
49633,tcp,2
60261,udp,7
56005,udp,4
65295,tcp,4
61706,udp,6
1104,udp,3
1453,tcp,6
57378,tcp,5
53489,tcp,7
53516,udp,7
60431,udp,10
63097,tcp,4
62710,tcp,4
52945,tcp,1
55195,tcp,5
60471,tcp,4
49924,udp,3
58533,udp,5
2566,udp,10
52862,udp,3
51626,tcp,4
62048,udp,4
51150,tcp,8
57395,udp,4
2380,udp,5
63489,tcp,8
50326,udp,8
385,tcp,6
55848,tcp,2
56535,tcp,4
59039,tcp,6
53894,tcp,9
65148,udp,7
63130,udp,4
58670,udp,6
51711,udp,1
54647,tcp,5
52775,tcp,4
3650,udp,4
59758,udp,10
56894,tcp,6
59352,udp,7
1985,udp,5
4103,tcp,5
58163,tcp,8
55353,tcp,3
64600,tcp,3
4924,tcp,3
53080,tcp,7
455,udp,2
51356,udp,3
61480,udp,7
55787,udp,7
56694,tcp,10
49275,tcp,5
50714,udp,4
55756,udp,4
63074,udp,7
3123,udp,7
4149,tcp,9
59500,tcp,5
58590,udp,6
4649,udp,5
1876,udp,4
2869,tcp,9
53915,udp,4
2653,tcp,4
54462,udp,5
65531,tcp,4
2596,udp,6
49500,tcp,5
61854,tcp,5
62430,tcp,4
49813,udp,4
64967,udp,6
2410,udp,7
58760,udp,3
54939,tcp,3
4179,tcp,6
2026,udp,6
1631,udp,2
1895,tcp,3
51320,tcp,5
64407,tcp,4
54508,tcp,6
56171,tcp,7
2659,udp,5
57944,tcp,12
2215,tcp,3
3896,udp,3
55308,tcp,3
353,udp,5
57112,udp,5
63650,tcp,6
58619,udp,6
52366,udp,4
62828,udp,7
614,udp,4
58551,udp,7
57478,udp,3
49965,tcp,3
60016,udp,9
55929,udp,9
64824,udp,5
49929,tcp,6
50075,udp,7
3819,tcp,10
51894,udp,6
1774,tcp,5
53034,udp,3
56065,tcp,5
51484,tcp,1
59464,udp,7
58768,udp,5
63074,tcp,10
59926,udp,3
1498,udp,6
63975,udp,5
64068,udp,2
56902,udp,3
53559,udp,5
58013,udp,9
64028,udp,6
63862,tcp,8
58035,udp,5
2462,tcp,5
61753,udp,2
60691,udp,4
63450,tcp,5
63150,udp,4
3248,udp,9
56795,udp,4
695,udp,4
61919,tcp,7
64854,udp,7
61117,udp,6
514,udp,5
2342,udp,7
51027,udp,6
60199,udp,4
49752,udp,6
51564,udp,7
60033,tcp,2
63476,udp,8
58521,udp,6
1490,tcp,6
2349,udp,5
3255,udp,9
65159,udp,2
49600,tcp,6
57286,udp,6
4004,udp,4
60811,udp,2
969,tcp,7
62492,tcp,7
61709,udp,6
59153,tcp,4
50144,tcp,5
59454,udp,8
3027,udp,6
65259,tcp,7
2905,tcp,6
65197,tcp,10
1143,tcp,8
3839,tcp,8
52540,tcp,4
56426,udp,5
1986,udp,6
56637,tcp,6
65019,tcp,5
57312,udp,5
985,tcp,5
4197,tcp,4
1516,tcp,6
58507,udp,5
54490,udp,2
54435,tcp,9
4804,tcp,3
63223,tcp,3
64181,udp,4
50181,udp,4
59737,udp,10
49213,udp,7
52790,udp,3
64987,tcp,5
54727,udp,10
65465,tcp,6
61367,tcp,7
55880,udp,4
60492,udp,2
63102,tcp,6
4711,tcp,3
59029,tcp,8
49415,udp,8
59277,tcp,6
58581,tcp,3
62180,udp,1
61537,tcp,3
63142,tcp,7
4472,tcp,10
54756,udp,6
53261,udp,6
56675,udp,4
399,udp,3
57250,tcp,8
51157,tcp,5
59903,tcp,6
1565,tcp,4
51200,udp,5
63285,udp,5
2552,udp,7
50335,tcp,9
1212,tcp,5
4531,tcp,4
63438,tcp,6
61815,udp,2
57873,tcp,3
61710,udp,9
58349,tcp,8
50347,tcp,8
4932,udp,3
902,tcp,6
58469,udp,3
62395,udp,11
57744,tcp,9
55437,tcp,5
51191,tcp,4
64359,tcp,3
54288,tcp,6
60055,tcp,8
50620,tcp,5
61568,tcp,2
55133,udp,6
1982,udp,4
50310,tcp,4
58047,udp,5
62936,tcp,4
4264,udp,11
57913,udp,9
50948,udp,5
53420,tcp,6
64080,tcp,2
49950,udp,4
59410,tcp,5
1019,tcp,8
2632,tcp,4
57992,udp,3
2328,udp,6
56053,tcp,6
3873,tcp,4
49651,udp,6
49685,udp,4
59645,tcp,5
2200,udp,8
57037,udp,8
56859,udp,6
62632,tcp,5
4653,udp,4
51595,udp,5
53335,tcp,5
64591,udp,3
60727,udp,4
59772,tcp,8
65246,tcp,4
61075,tcp,1
55888,udp,7
60660,udp,6
1429,tcp,4
4390,tcp,6
55327,tcp,9
49887,udp,7
57675,tcp,3
57612,udp,3
1003,udp,3
49780,udp,4
55279,tcp,7
56371,tcp,11
1855,tcp,2
52210,tcp,8
62192,tcp,3
64907,udp,6
4836,tcp,3
55980,tcp,11
53726,udp,7
3503,udp,7
2479,tcp,4
62890,tcp,7
710,udp,2
55304,tcp,6
53824,udp,8
3435,udp,9
64314,udp,5
52233,udp,4
3798,tcp,6
61557,tcp,2
60041,tcp,6
52435,tcp,2
53487,tcp,9
4181,tcp,4
59926,tcp,4
56025,tcp,4
52588,udp,4
53078,tcp,8
49574,tcp,10
55624,tcp,3
1378,udp,4
52437,udp,6
2858,tcp,4
56882,udp,4
54540,tcp,1
53857,udp,3
4161,tcp,4
59545,udp,5
889,tcp,1
955,tcp,7
63717,udp,5
51262,udp,8
64142,tcp,5
2831,udp,3
2550,udp,5
53194,tcp,5
56833,tcp,6
50635,tcp,6
50431,udp,6
57276,tcp,8
1092,udp,6
61665,tcp,6
53876,tcp,7
60230,tcp,8
686,tcp,5
56327,udp,6
61803,udp,4
56492,udp,6
64213,udp,6
1545,tcp,9
54318,tcp,6
57385,tcp,4
59459,udp,6
57514,udp,3
61309,udp,9
57919,tcp,5
58647,tcp,7
51030,tcp,7
57723,tcp,4
59524,udp,4
60878,udp,5
49412,tcp,7
1909,tcp,5
2942,udp,7
50707,tcp,5
4494,tcp,4
57989,tcp,6
63195,tcp,6
53935,tcp,5
63256,tcp,4
1287,udp,5
167,udp,3
56509,udp,5
49821,tcp,8
52762,udp,5
60112,udp,9
56045,tcp,4
4395,udp,8
64078,udp,4
60841,udp,3
51837,tcp,9
65076,udp,7
65369,tcp,5
56738,udp,4
3741,udp,4
50084,udp,4
62854,udp,4
4508,tcp,8
51304,udp,6
3814,tcp,6
51078,tcp,5
50782,udp,9
56144,udp,4
58807,tcp,2
58432,tcp,9
62962,udp,8
58023,tcp,5
61661,tcp,4
54699,tcp,8
59417,tcp,8
60870,tcp,5
60842,udp,3
62713,udp,5
52375,tcp,6
4473,udp,4
65200,udp,6
1793,tcp,13
61088,tcp,6
3981,tcp,6
63232,tcp,3
56015,tcp,4
4623,udp,8
61148,udp,9
56947,udp,5
63051,udp,6
4567,udp,8
3311,tcp,6
56280,tcp,7
61628,tcp,2
54720,udp,9
55011,tcp,4
59067,udp,6
49630,tcp,8
176,tcp,4
2354,tcp,6
1956,udp,4
57433,udp,4
1612,udp,4
51257,udp,6
56381,tcp,3
64768,udp,7
52169,tcp,8
58715,udp,6
60451,tcp,7
2833,udp,4
3584,tcp,7
59064,tcp,7
57805,udp,6
52545,udp,5
50146,tcp,6
63671,tcp,7
1880,udp,5
349,tcp,6
61650,udp,10
62023,tcp,4
50471,tcp,7
64444,udp,2
54208,tcp,4
3461,udp,5
55260,tcp,3
4468,udp,5
52403,udp,8
61464,udp,3
60718,udp,10
3470,udp,4
272,udp,5
535,tcp,7
59601,tcp,7
51211,udp,5
53265,udp,7
52507,udp,4
49384,udp,3
50583,tcp,3
1065,udp,3
1821,tcp,10
2397,tcp,8
63814,tcp,2
52081,tcp,5
56389,tcp,3
60089,tcp,8
62552,tcp,6
61250,tcp,7
2524,tcp,7
58703,udp,4
62821,tcp,3
50732,tcp,7
50170,tcp,1
52643,tcp,6
4385,udp,8
981,tcp,2
52408,tcp,6
64348,tcp,8
54230,udp,4
395,tcp,7
64489,udp,9
64729,tcp,7
50705,udp,6
60,udp,5
61412,udp,2
54296,udp,2
63696,udp,8
581,udp,7
3901,udp,4
49567,udp,6
51371,udp,7
2357,tcp,2
56853,tcp,6
52052,tcp,6
58933,udp,4
60600,udp,3
53665,tcp,5
3093,udp,5
55068,tcp,9
58573,tcp,10
56782,tcp,5
58871,tcp,2
56435,tcp,5
58996,tcp,5
53560,tcp,8
58071,tcp,5
62019,udp,4
50245,tcp,2
2767,udp,10
59699,tcp,9
58488,tcp,4
61165,tcp,4
54632,tcp,4
50454,udp,3
1915,udp,4
2245,udp,5
1701,udp,3
63107,tcp,5
57558,tcp,5
59269,tcp,7
53002,udp,5
63864,udp,4
49606,udp,4
61305,udp,10
58820,tcp,4
3568,tcp,3
53807,udp,9
54350,tcp,8
64077,udp,5
56709,tcp,6
56312,udp,1
63397,udp,7
3474,tcp,5
50637,tcp,9
65088,tcp,6
763,udp,6
2784,udp,4
57925,tcp,5
50088,tcp,5
62959,tcp,7
55358,udp,3
58663,udp,9
59769,udp,5
4614,udp,12
61051,tcp,3
64887,tcp,2
4153,udp,5
61602,tcp,5
49235,tcp,2
2944,tcp,7
54418,tcp,6
4659,tcp,3
65410,udp,5
62484,tcp,5
798,udp,3
55839,udp,4
60862,tcp,4
61013,udp,6
58060,tcp,5
54935,tcp,6
63157,udp,4
50310,udp,6
1494,tcp,6
55382,tcp,6
2754,udp,3
2012,tcp,5
57276,udp,8
3500,udp,5
56189,tcp,5
3012,tcp,4
56563,udp,6
50804,udp,2
54628,udp,6
56862,tcp,4
58880,tcp,6
56023,udp,5
55472,udp,5
63174,udp,6
4378,tcp,5
53050,tcp,7
53503,udp,4
51723,tcp,4
57301,udp,7
53088,tcp,6
53829,tcp,5
57099,tcp,7
49182,udp,3
59032,tcp,4
62078,udp,7
49973,tcp,4
51594,udp,5
372,tcp,5
56774,tcp,2
64205,tcp,9
63012,tcp,4
50796,udp,4
61569,tcp,2
60668,udp,3
2230,udp,5
54033,udp,4
58710,tcp,5
61386,tcp,7
58650,tcp,7
60385,tcp,2
50176,udp,6
59409,tcp,4
63452,udp,7
53754,tcp,3
62958,udp,11
59004,tcp,7
64789,udp,2
65362,udp,9
58539,tcp,6
64381,udp,7
21,udp,6
50847,tcp,4
53443,udp,4
64586,udp,6
58692,tcp,1
793,tcp,8
53683,tcp,4
49335,tcp,5
58319,tcp,8
57168,tcp,6
63968,tcp,6
54191,udp,5
54082,tcp,10
57857,udp,5
59577,udp,6
63470,udp,6
58950,udp,2
54077,tcp,6
63031,udp,3
51780,udp,4
888,tcp,6
1151,udp,3
54035,tcp,4
50563,udp,4
61550,tcp,6
61963,tcp,5
50369,tcp,3
56491,tcp,11
213,udp,6
54327,tcp,5
1747,tcp,2
63456,udp,6
53496,udp,11
64378,tcp,9
60148,tcp,4
64306,udp,5
53008,udp,5
52093,tcp,4
64328,udp,5
52185,tcp,4
64193,udp,2
3389,udp,5
63619,udp,4
607,udp,7
53921,udp,8
56141,udp,3
50296,tcp,6
3008,udp,6
3538,tcp,6
1261,tcp,7
61319,tcp,4
58653,tcp,9
63661,udp,3
57435,udp,3
64167,tcp,2
531,udp,5
49154,udp,6
55501,tcp,2
63122,tcp,6
152,udp,2
62976,tcp,6
3069,tcp,6
52319,udp,5
4200,tcp,3
2539,tcp,4
61551,tcp,5
3176,udp,4
1953,tcp,5
61891,tcp,10
61988,tcp,5
63374,udp,4
54156,tcp,6
55819,tcp,7
63405,tcp,6
64978,udp,4
51061,tcp,3
3772,tcp,9
58418,tcp,7
3666,udp,9
54460,udp,4
50134,tcp,7
56645,udp,4
61711,udp,8
1244,udp,3
65281,udp,8
57594,udp,8
2569,tcp,3
59113,tcp,6
2829,udp,8
50709,tcp,8
63484,udp,8
54064,udp,3
1467,tcp,5
245,udp,10
4232,udp,4
63274,tcp,5
3184,udp,5
50124,tcp,5
2607,udp,5
58155,udp,6
56633,udp,6
4489,tcp,4
51079,tcp,8
58058,udp,10
4989,udp,7
61103,udp,2
1778,tcp,5
56074,tcp,7
63995,tcp,3
57733,udp,4
58346,tcp,6
64846,tcp,7
62666,udp,2
55599,udp,4
56070,udp,8
49742,tcp,5
51747,tcp,5
61644,tcp,7
53007,tcp,6
64449,tcp,7
57056,udp,6
59424,udp,6
52859,udp,4
1179,udp,3
63672,udp,3
3486,udp,6
59380,tcp,4
2792,udp,4
62340,udp,3
56003,tcp,8
4476,tcp,7
53210,tcp,4
1897,tcp,7
50721,udp,2
51717,udp,6
51516,tcp,7
55238,udp,7
54581,tcp,2
51319,tcp,4
56946,udp,1
61885,tcp,5
64640,udp,3
58618,udp,2
50098,tcp,3
1122,udp,3
58150,udp,3
656,udp,5
62992,udp,6
63592,udp,3
54853,tcp,4
49281,tcp,6
2667,udp,5
56790,tcp,6
53818,udp,5
55393,tcp,5
51905,tcp,7
55139,udp,5
4739,tcp,5
4620,tcp,5
3433,udp,3
55659,tcp,8
62038,tcp,5
51520,udp,4
61950,tcp,6
3442,udp,4
2440,tcp,5
54622,udp,8
60611,tcp,6
64265,tcp,2
1764,tcp,6
58408,tcp,4
52442,udp,5
53524,udp,4
4657,tcp,3
55454,tcp,4
64244,udp,5
4908,tcp,4
63660,udp,5
54371,tcp,5
4850,udp,7
54452,udp,6
56431,tcp,4
55430,udp,5
49848,udp,9
50506,udp,6
56302,tcp,4
3841,udp,2
61629,tcp,4
52259,tcp,4
62860,tcp,5
55661,udp,5
59087,udp,8
57532,udp,6
3769,udp,4
50320,tcp,10
60424,udp,4
243,udp,6
3466,tcp,6
51196,udp,3
51754,tcp,3
49911,udp,9
57347,udp,4
51379,tcp,2
50976,udp,1
567,udp,5
55210,udp,6
54785,udp,6
54929,udp,4
56017,udp,6
58170,tcp,2
55360,tcp,2
64055,tcp,4
54949,tcp,10
65098,tcp,2
62505,tcp,5
529,udp,5
53523,udp,5
4578,udp,2
1745,tcp,6
906,udp,5
3784,tcp,5
57487,tcp,6
49695,tcp,4
57768,udp,3
1690,tcp,3
4455,tcp,6
3735,tcp,8
2054,tcp,4
3321,udp,4
56610,udp,7
52566,tcp,3
56824,udp,5
63107,udp,4
3612,tcp,7
62468,udp,4
63639,udp,8
51399,udp,4
55676,tcp,8
61058,udp,3
52107,tcp,5
56059,udp,9
64683,tcp,6
2913,udp,6
4223,tcp,5
62631,tcp,2
53809,udp,6
1889,tcp,7
56158,tcp,5
62154,udp,8
63398,udp,4
49991,udp,6
58527,tcp,6
52658,tcp,3
4756,udp,5
60297,tcp,5
54090,udp,3
55820,udp,8
59371,udp,8
56887,udp,7
1455,tcp,5
2003,udp,6
60338,tcp,6
63528,tcp,3
57544,tcp,5
49433,tcp,4
64778,tcp,6
52832,tcp,4
58989,udp,9
58113,udp,5
53952,tcp,5
50301,tcp,6
4706,tcp,4
4356,udp,3
68,udp,4
57196,udp,4
64542,tcp,5
60007,udp,4
55574,udp,4
64816,udp,6
56541,udp,7
61483,udp,4
49561,tcp,2
58822,udp,7
63998,udp,6
64401,udp,5
64043,udp,8
52347,udp,5
56234,tcp,6
3309,udp,4
56955,tcp,5
52953,udp,5
56820,udp,3
58732,tcp,5
63975,tcp,5
92,udp,3
57413,udp,7
1518,udp,3
60064,udp,3
64016,tcp,4
3585,udp,3
64716,tcp,4
61576,udp,3
62028,tcp,8
63483,udp,5
57260,udp,5
50601,udp,7
65301,tcp,7
2292,udp,5
4460,tcp,5
56569,tcp,4
49943,tcp,5
62090,udp,5
57348,udp,10
58970,udp,1
317,tcp,6
62254,tcp,9
3524,tcp,5
62237,udp,7
62053,udp,5
64399,udp,4
50610,udp,3
1551,tcp,3
60330,udp,6
57669,udp,7
65443,tcp,6
63230,udp,7
53401,udp,4
54061,udp,2
1804,tcp,2
60642,udp,4
3790,tcp,6
3167,tcp,7
54793,udp,2
63756,udp,9
51968,tcp,7
60078,udp,3
54027,udp,5
53241,tcp,5
62598,udp,4
59896,tcp,3
50037,udp,7
63542,tcp,7
64639,udp,4
50818,tcp,3
49798,udp,4
65058,udp,8
851,tcp,4
55449,tcp,3
54128,udp,5
49156,tcp,10
58928,tcp,6
52640,udp,5
2458,udp,7
4754,udp,5
4457,udp,3
57662,udp,3
59243,tcp,5
61670,tcp,6
1929,tcp,7
58701,udp,6
2889,udp,4
3998,tcp,6
52096,tcp,6
2396,udp,3
64976,udp,3
64558,udp,7
262,tcp,6
4685,udp,9
55236,tcp,4
57520,udp,6
49717,tcp,3
56098,tcp,3
52403,tcp,7
51193,tcp,5
1981,udp,6
2504,udp,3
3367,tcp,7
62095,tcp,5
53346,udp,4
56383,udp,3
64139,tcp,9
1728,tcp,8
55503,udp,4
63819,udp,4
57114,udp,3
51064,tcp,6
879,tcp,3
86,udp,7
4774,tcp,5
2068,tcp,5
57084,tcp,5
338,tcp,4
59311,tcp,4
1757,tcp,3
1493,udp,7
52558,tcp,4
62128,udp,3
51127,udp,6
2086,udp,8
59483,udp,2
63471,tcp,6
50365,udp,4
1655,udp,4
61864,udp,9
53926,tcp,6
1260,udp,2
54837,tcp,7
2780,udp,3
61639,udp,5
56724,tcp,5
54300,udp,8
55248,tcp,3
1455,udp,5
55799,udp,7
739,udp,7
53656,tcp,7
50305,tcp,5
55083,tcp,6
2736,udp,6
50890,tcp,5
50412,udp,5
56369,tcp,6
64372,udp,4
1367,udp,3
64466,tcp,4
50780,tcp,5
52490,tcp,5
2374,udp,6
60517,tcp,6
4731,udp,8
64111,tcp,6
160,tcp,6
64574,udp,4
2814,udp,7
60474,udp,8
2873,tcp,4
58372,udp,6
51993,udp,4
55097,tcp,5
51263,udp,9
50269,udp,9
54331,tcp,5
56389,udp,6
58031,tcp,6
60584,tcp,7
63990,tcp,6
50513,tcp,4
63859,udp,7
1777,tcp,4
59742,tcp,5
51930,tcp,4
63743,tcp,5
60488,tcp,4
61062,udp,8
3449,udp,6
62450,tcp,7
63792,udp,3
55807,udp,3
51950,tcp,6
2277,tcp,3
60377,udp,5
3403,tcp,8
56740,tcp,4
59660,tcp,3
50862,tcp,11
52541,tcp,1
56256,udp,4
2836,tcp,5
51037,tcp,6
50126,udp,3
4742,udp,6
54795,udp,6
58465,tcp,9
58355,udp,4
51680,tcp,10
59035,udp,4
899,udp,4
51702,udp,3
4172,tcp,5
2806,udp,8
61315,tcp,6
57280,tcp,4
64019,tcp,5
50933,tcp,9
4858,udp,3
3412,udp,4
60669,udp,4
63823,tcp,7
51101,udp,5
61754,udp,4
65245,udp,6
62732,tcp,4
49568,tcp,8
64684,tcp,7
4251,udp,5
54258,udp,5
4780,udp,4
53389,tcp,7
1862,udp,6
1285,tcp,5
49301,tcp,2
64377,tcp,7
56088,tcp,3
60192,udp,4
781,udp,6
1909,udp,7
3332,udp,3
424,tcp,4
53975,tcp,7
55914,udp,5
63337,udp,6
3913,udp,6
2617,tcp,3
57988,tcp,8
53071,udp,5
1480,tcp,4
64058,udp,4
2852,tcp,3
55964,udp,4
51952,udp,3
50782,tcp,2
63240,udp,8
54071,udp,5
2131,tcp,2
55344,tcp,5
55175,udp,5
63041,udp,10
62589,udp,6
49288,udp,4
61707,udp,1
464,udp,2
63043,udp,3
63953,tcp,6
59161,udp,5
56402,tcp,6
60544,tcp,5
1079,udp,8
2929,udp,7
52112,tcp,7
3596,udp,8
1012,udp,5
62416,udp,5
3463,tcp,7
54758,udp,4
2486,tcp,3
1016,udp,9
57767,udp,10
49462,tcp,4
3174,udp,9
60667,tcp,4
57445,udp,8
59150,tcp,7
62105,udp,4
50659,udp,5
63948,udp,10
563,udp,3
49464,tcp,8
186,tcp,6
54149,tcp,5
53888,udp,7
65158,tcp,3
58935,tcp,8
55627,udp,2
51414,tcp,6
53969,udp,6
1496,udp,7
58467,tcp,9
64065,tcp,3
58836,udp,4
61614,tcp,3
62801,udp,5
58587,tcp,11
52748,udp,5
63064,udp,2
52600,udp,10
4022,tcp,5
58558,tcp,3
64431,udp,8
56040,udp,8
3402,tcp,6
55911,udp,5
4622,tcp,13
58187,udp,6
55787,tcp,10
1060,udp,6
50425,tcp,5
3950,udp,7
49664,udp,3
55896,udp,6
51456,tcp,6
49152,udp,9
60689,tcp,2
3898,tcp,4
53230,udp,4
55065,tcp,7
62983,tcp,4
58732,udp,6
3829,tcp,5
52247,udp,5
58475,udp,6
49478,udp,7
4872,udp,7
59939,tcp,5
57204,udp,3
54563,udp,5
61573,tcp,7
64060,tcp,8
122,udp,4
52136,tcp,6
49934,tcp,8
51096,udp,6
2598,tcp,5
54899,udp,7
60172,udp,3
49656,tcp,5
59403,tcp,3
56595,tcp,5
60525,udp,10
53087,tcp,6
59497,tcp,4
51353,udp,5
55003,tcp,10
54581,udp,5
54879,tcp,6
55033,tcp,10
59685,udp,7
56883,tcp,7
65193,udp,3
60017,tcp,4
3916,tcp,3
63305,tcp,6
62538,tcp,3
54402,tcp,3
56577,udp,4
62135,tcp,7
49199,udp,3
52800,tcp,9
54028,tcp,2
4514,udp,3
58524,udp,8
57940,tcp,5
56180,udp,6
61207,tcp,8
57125,udp,5
56970,udp,6
60414,udp,2
61793,tcp,6
52514,tcp,5
52260,udp,4
65076,tcp,5
52904,tcp,3
64664,tcp,6
49189,udp,7
62627,udp,7
50510,tcp,9
61358,udp,7
1190,tcp,3
63682,udp,3
56343,udp,3
62582,udp,7
65309,tcp,7
2270,udp,5
59079,tcp,4
57190,udp,3
1757,udp,5
2324,tcp,10
54408,udp,9
2606,udp,5
4895,tcp,9
53892,udp,4
64005,tcp,6
55287,tcp,11
3158,udp,10
2225,tcp,4
59075,udp,11
60250,tcp,5
50838,udp,4
2524,udp,7
50241,udp,6
58220,tcp,7
63720,udp,5
56516,tcp,11
49781,udp,5
4999,tcp,6
52936,udp,7
620,tcp,4
52744,udp,5
2325,tcp,1
2306,tcp,7
56404,udp,5
60183,tcp,6
60654,udp,4
4306,udp,5
60317,udp,7
51565,udp,4
56070,tcp,4
1998,udp,6
2343,udp,5
1209,tcp,7
59244,tcp,9
64870,udp,4
65136,udp,7
60461,udp,3
1571,tcp,4
53709,udp,10
51439,tcp,5
64666,udp,8
54224,tcp,8
64253,tcp,6
53608,tcp,14
58083,udp,3
61771,tcp,4
278,tcp,12
49329,tcp,4
53392,tcp,3
59798,tcp,4
54600,udp,5
55103,tcp,5
50699,tcp,6
3671,tcp,5
49567,tcp,6
1505,tcp,7
50802,udp,5
1942,udp,5
56816,udp,6
59278,udp,5
51531,udp,11
59306,udp,4
60255,tcp,7
59707,udp,9
49909,tcp,6
53962,tcp,4
57360,tcp,8
50861,tcp,5
56745,tcp,7
62214,udp,5
50147,tcp,5
51041,tcp,5
3394,tcp,3
56396,tcp,5
2940,udp,4
4230,udp,5
64149,tcp,5
3858,udp,6
55574,tcp,10
59664,udp,5
3864,udp,6
58746,udp,4
63598,tcp,5
54704,tcp,3
1245,tcp,4
714,tcp,4
55808,udp,1
65196,udp,1
4994,tcp,9
50518,tcp,7
50093,udp,1
50367,udp,6
53723,tcp,9
61685,udp,5
50634,udp,7
65235,udp,5
61518,udp,5
57355,udp,6
62469,tcp,6
49327,tcp,4
58713,udp,5
52417,udp,9
58550,udp,5
51316,tcp,2
1253,udp,7
53799,udp,2
55306,udp,7
2402,tcp,9
4642,udp,6
754,tcp,7
56591,tcp,4
58689,tcp,4
63829,tcp,7
60294,tcp,7
53825,udp,4
54123,udp,4
52933,udp,8
2999,tcp,13
62678,tcp,6
3517,udp,5
49928,tcp,3
64274,udp,5
55631,udp,4
51334,tcp,5
54134,udp,3
54372,udp,3
3687,tcp,8
3230,tcp,4
50607,udp,3
2882,tcp,8
61909,tcp,13
4399,udp,8
3916,udp,5
2680,udp,8
784,udp,7
58828,tcp,5
56532,tcp,6
65262,udp,5
57739,udp,6
60319,udp,4
55270,tcp,5
64339,tcp,10
4680,tcp,8
3075,tcp,6
56118,udp,4
61,udp,3
61838,tcp,1
51330,tcp,8
4000,tcp,7
57578,tcp,7
54127,udp,3
62781,udp,6
52042,tcp,7
54246,tcp,6
57534,udp,5
61812,tcp,8
50855,tcp,8
54310,tcp,1
52001,tcp,5
52009,udp,4
875,udp,3
52300,udp,5
4410,udp,7
63990,udp,7
65214,udp,8
1462,tcp,5
1752,udp,9
3315,udp,5
59711,udp,9
49791,tcp,6
3879,udp,7
57740,tcp,5
65421,udp,6
501,udp,7
57931,tcp,7
64813,udp,10
49767,tcp,11
57820,tcp,8
56309,udp,4
57667,tcp,6
65020,tcp,4
3316,udp,7
65335,tcp,3
55364,udp,6
57328,tcp,5
55345,tcp,6
52947,tcp,8
54096,tcp,4
54843,tcp,5
63290,udp,1
60837,tcp,9
49722,udp,6
57916,udp,3
54330,tcp,6
1586,udp,8
60704,udp,4
4971,udp,6
61020,udp,3
56483,udp,5
55315,udp,8
52200,udp,4
51165,udp,7
233,udp,6
52946,tcp,4
49697,udp,4
52346,udp,7
2669,udp,7
49392,tcp,8
60768,udp,7
55837,udp,7
54154,tcp,4
58633,tcp,6
187,udp,7
3600,udp,7
2649,udp,6
55705,udp,5
217,tcp,4
3074,tcp,4
577,udp,7
61491,tcp,7
63556,udp,4
58155,tcp,6
50677,udp,5
58093,udp,8
3177,tcp,4
436,tcp,5
564,udp,6
50474,udp,9
52058,tcp,5
62556,tcp,4
54209,udp,5
2798,tcp,3
55671,udp,7
53655,udp,4
57694,udp,7
63892,tcp,5
59729,tcp,5
53375,udp,5
63669,udp,3
57953,udp,10
55004,udp,5
3941,tcp,8
55967,udp,5
4884,tcp,9
1058,tcp,4
58799,tcp,6
1139,tcp,2
4408,udp,5
52015,tcp,7
58050,tcp,6
2338,tcp,6
63679,udp,2
63667,tcp,4
740,udp,4
266,tcp,7
56689,udp,4
60331,tcp,2
49571,udp,5
50704,tcp,5
61395,udp,3
4188,tcp,1
60057,tcp,4
53909,udp,6
3391,tcp,6
3715,udp,6
55410,udp,7
58142,udp,5
2734,tcp,3
54321,udp,4
62091,udp,13
64203,tcp,5
53638,udp,6
50960,tcp,5
58038,tcp,5
61614,udp,6
52995,tcp,1
59669,tcp,8
60032,tcp,8
55058,tcp,7
52324,udp,9
57591,tcp,7
4106,udp,6
56846,tcp,4
51513,udp,6
54950,udp,5
2481,tcp,2
59473,tcp,2
63931,udp,7
62210,tcp,4
50945,udp,4
54992,tcp,3
291,tcp,5
63389,udp,3
4043,tcp,4
51097,udp,6
52293,tcp,5
56009,tcp,5
64559,tcp,2
58964,udp,8
57667,udp,5
57867,tcp,5
65048,udp,4
59508,tcp,8
64232,tcp,7
64493,tcp,6
52188,tcp,5
56551,udp,7
2662,tcp,6
2662,udp,2
2986,tcp,6
54109,udp,6
56683,udp,9
50599,udp,4
59515,tcp,6
61743,udp,3
59783,tcp,4
49261,udp,4
60043,tcp,2
65012,udp,8
63557,udp,4
50715,udp,5
52514,udp,5
1614,udp,5
58787,tcp,4
62826,tcp,5
4571,udp,4
442,udp,5
57398,udp,4
64996,udp,11
4213,udp,7
51949,udp,4
53374,udp,2
50488,udp,5
55454,udp,10
826,udp,6
3045,udp,2
54492,udp,6
60240,tcp,6
2368,tcp,4
61003,tcp,5
64551,udp,7
56326,udp,6
51540,udp,2
51765,udp,6
4987,tcp,4
53377,tcp,6
56802,tcp,6
49311,tcp,4
52953,tcp,3
55203,udp,3
917,udp,4
4062,tcp,9
53425,tcp,7
63362,tcp,2
60534,tcp,5
59680,udp,5
62186,udp,6
58859,tcp,6
51590,udp,3
1005,tcp,5
